"data","KWh","ora","ora_bis","luce","apertura"
2018-01-02,15.75,13000,"01:30:00",0,0
2018-01-02,16.05,14500,"01:45:00",0,0
2018-01-02,16.5,20000,"02:00:00",0,0
2018-01-02,16.2,21500,"02:15:00",0,0
2018-01-02,15.75,23000,"02:30:00",0,0
2018-01-02,15.75,24500,"02:45:00",0,0
2018-01-02,15.9,30000,"03:00:00",0,0
2018-01-02,16.95,31500,"03:15:00",0,0
2018-01-02,15.75,33000,"03:30:00",0,0
2018-01-02,15.75,34500,"03:45:00",0,0
2018-01-02,15.75,40000,"04:00:00",0,0
2018-01-02,16.2,41500,"04:15:00",0,0
2018-01-02,16.5,43000,"04:30:00",0,0
2018-01-02,15.6,44500,"04:45:00",0,0
2018-01-02,15.9,50000,"05:00:00",0,0
2018-01-02,15.6,51500,"05:15:00",0,0
2018-01-02,15.9,53000,"05:30:00",0,0
2018-01-02,17.4,54500,"05:45:00",0,0
2018-01-02,16.35,60000,"06:00:00",0,0
2018-01-02,16.05,61500,"06:15:00",0,0
2018-01-02,16.65,63000,"06:30:00",0,0
2018-01-02,15.9,64500,"06:45:00",0,0
2018-01-02,15.75,70000,"07:00:00",0,0
2018-01-02,15.75,71500,"07:15:00",0,0
2018-01-02,15.6,73000,"07:30:00",0,1
2018-01-02,16.95,74500,"07:45:00",0,1
2018-01-02,16.05,80000,"08:00:00",0,1
2018-01-02,15.9,81500,"08:15:00",1,1
2018-01-02,15.75,83000,"08:30:00",1,1
2018-01-02,16.95,84500,"08:45:00",1,1
2018-01-02,17.85,90000,"09:00:00",1,1
2018-01-02,16.8,91500,"09:15:00",1,1
2018-01-02,17.25,93000,"09:30:00",1,1
2018-01-02,17.1,94500,"09:45:00",1,1
2018-01-02,17.25,1e+05,"10:00:00",1,1
2018-01-02,17.25,101500,"10:15:00",1,1
2018-01-02,18.15,103000,"10:30:00",1,1
2018-01-02,17.55,104500,"10:45:00",1,1
2018-01-02,18.15,110000,"11:00:00",1,1
2018-01-02,17.7,111500,"11:15:00",1,1
2018-01-02,17.55,113000,"11:30:00",1,1
2018-01-02,17.55,114500,"11:45:00",1,1
2018-01-02,18.3,120000,"12:00:00",1,1
2018-01-02,17.7,121500,"12:15:00",1,1
2018-01-02,18.45,123000,"12:30:00",1,1
2018-01-02,18.15,124500,"12:45:00",1,1
2018-01-02,18.3,130000,"13:00:00",1,1
2018-01-02,17.85,131500,"13:15:00",1,1
2018-01-02,18,133000,"13:30:00",1,1
2018-01-02,18.15,134500,"13:45:00",1,1
2018-01-02,18.3,140000,"14:00:00",1,1
2018-01-02,18,141500,"14:15:00",1,1
2018-01-02,19.5,143000,"14:30:00",1,1
2018-01-02,18.3,144500,"14:45:00",1,1
2018-01-02,17.7,150000,"15:00:00",1,1
2018-01-02,18.15,151500,"15:15:00",1,1
2018-01-02,18,153000,"15:30:00",1,1
2018-01-02,18,154500,"15:45:00",1,1
2018-01-02,18.9,160000,"16:00:00",1,1
2018-01-02,18.15,161500,"16:15:00",1,1
2018-01-02,17.7,163000,"16:30:00",1,1
2018-01-02,18.9,164500,"16:45:00",1,1
2018-01-02,17.7,170000,"17:00:00",0,1
2018-01-02,19.05,171500,"17:15:00",0,1
2018-01-02,18.15,173000,"17:30:00",0,1
2018-01-02,17.7,174500,"17:45:00",0,1
2018-01-02,18,180000,"18:00:00",0,1
2018-01-02,17.7,181500,"18:15:00",0,1
2018-01-02,17.7,183000,"18:30:00",0,1
2018-01-02,17.55,184500,"18:45:00",0,1
2018-01-02,18.45,190000,"19:00:00",0,1
2018-01-02,17.7,191500,"19:15:00",0,1
2018-01-02,17.55,193000,"19:30:00",0,1
2018-01-02,17.4,194500,"19:45:00",0,1
2018-01-02,17.55,2e+05,"20:00:00",0,1
2018-01-02,17.7,201500,"20:15:00",0,1
2018-01-02,17.7,203000,"20:30:00",0,1
2018-01-02,19.05,204500,"20:45:00",0,0
2018-01-02,20.4,210000,"21:00:00",0,0
2018-01-02,20.85,211500,"21:15:00",0,0
2018-01-02,19.95,213000,"21:30:00",0,0
2018-01-02,20.85,214500,"21:45:00",0,0
2018-01-02,20.4,220000,"22:00:00",0,0
2018-01-02,19.2,221500,"22:15:00",0,0
2018-01-02,19.35,223000,"22:30:00",0,0
2018-01-02,19.8,224500,"22:45:00",0,0
2018-01-02,20.1,230000,"23:00:00",0,0
2018-01-02,19.5,231500,"23:15:00",0,0
2018-01-02,19.8,233000,"23:30:00",0,0
2018-01-02,20.4,234500,"23:45:00",0,0
2018-01-03,20.7,0,"00:00:00",0,0
2018-01-03,19.5,1500,"00:15:00",0,0
2018-01-03,19.35,3000,"00:30:00",0,0
2018-01-03,19.5,4500,"00:45:00",0,0
2018-01-03,20.4,10000,"01:00:00",0,0
2018-01-03,19.35,11500,"01:15:00",0,0
2018-01-03,19.8,13000,"01:30:00",0,0
2018-01-03,19.5,14500,"01:45:00",0,0
2018-01-03,21,20000,"02:00:00",0,0
2018-01-03,20.25,21500,"02:15:00",0,0
2018-01-03,19.2,23000,"02:30:00",0,0
2018-01-03,19.65,24500,"02:45:00",0,0
2018-01-03,19.65,30000,"03:00:00",0,0
2018-01-03,19.8,31500,"03:15:00",0,0
2018-01-03,19.65,33000,"03:30:00",0,0
2018-01-03,20.25,34500,"03:45:00",0,0
2018-01-03,19.8,40000,"04:00:00",0,0
2018-01-03,19.35,41500,"04:15:00",0,0
2018-01-03,19.8,43000,"04:30:00",0,0
2018-01-03,19.8,44500,"04:45:00",0,0
2018-01-03,19.35,50000,"05:00:00",0,0
2018-01-03,19.35,51500,"05:15:00",0,0
2018-01-03,20.1,53000,"05:30:00",0,0
2018-01-03,19.2,54500,"05:45:00",0,0
2018-01-03,19.2,60000,"06:00:00",0,0
2018-01-03,19.65,61500,"06:15:00",0,0
2018-01-03,20.25,63000,"06:30:00",0,0
2018-01-03,19.5,64500,"06:45:00",0,0
2018-01-03,20.85,70000,"07:00:00",0,0
2018-01-03,21,71500,"07:15:00",0,0
2018-01-03,20.1,73000,"07:30:00",0,1
2018-01-03,19.2,74500,"07:45:00",0,1
2018-01-03,19.5,80000,"08:00:00",0,1
2018-01-03,19.5,81500,"08:15:00",1,1
2018-01-03,19.95,83000,"08:30:00",1,1
2018-01-03,19.65,84500,"08:45:00",1,1
2018-01-03,19.65,90000,"09:00:00",1,1
2018-01-03,19.5,91500,"09:15:00",1,1
2018-01-03,20.7,93000,"09:30:00",1,1
2018-01-03,20.55,94500,"09:45:00",1,1
2018-01-03,19.65,1e+05,"10:00:00",1,1
2018-01-03,20.1,101500,"10:15:00",1,1
2018-01-03,19.8,103000,"10:30:00",1,1
2018-01-03,19.95,104500,"10:45:00",1,1
2018-01-03,20.55,110000,"11:00:00",1,1
2018-01-03,20.55,111500,"11:15:00",1,1
2018-01-03,20.7,113000,"11:30:00",1,1
2018-01-03,19.2,114500,"11:45:00",1,1
2018-01-03,19.5,120000,"12:00:00",1,1
2018-01-03,18.3,121500,"12:15:00",1,1
2018-01-03,19.05,123000,"12:30:00",1,1
2018-01-03,17.7,124500,"12:45:00",1,1
2018-01-03,17.7,130000,"13:00:00",1,1
2018-01-03,17.7,131500,"13:15:00",1,1
2018-01-03,18.15,133000,"13:30:00",1,1
2018-01-03,18.45,134500,"13:45:00",1,1
2018-01-03,17.4,140000,"14:00:00",1,1
2018-01-03,17.4,141500,"14:15:00",1,1
2018-01-03,18.45,143000,"14:30:00",1,1
2018-01-03,18.45,144500,"14:45:00",1,1
2018-01-03,17.85,150000,"15:00:00",1,1
2018-01-03,17.4,151500,"15:15:00",1,1
2018-01-03,17.85,153000,"15:30:00",1,1
2018-01-03,18.6,154500,"15:45:00",1,1
2018-01-03,17.4,160000,"16:00:00",1,1
2018-01-03,17.4,161500,"16:15:00",1,1
2018-01-03,17.55,163000,"16:30:00",1,1
2018-01-03,18.45,164500,"16:45:00",1,1
2018-01-03,17.7,170000,"17:00:00",0,1
2018-01-03,18.45,171500,"17:15:00",0,1
2018-01-03,18.15,173000,"17:30:00",0,1
2018-01-03,17.7,174500,"17:45:00",0,1
2018-01-03,17.4,180000,"18:00:00",0,1
2018-01-03,17.55,181500,"18:15:00",0,1
2018-01-03,17.85,183000,"18:30:00",0,1
2018-01-03,17.55,184500,"18:45:00",0,1
2018-01-03,17.25,190000,"19:00:00",0,1
2018-01-03,17.1,191500,"19:15:00",0,1
2018-01-03,16.95,193000,"19:30:00",0,1
2018-01-03,16.65,194500,"19:45:00",0,1
2018-01-03,17.25,2e+05,"20:00:00",0,1
2018-01-03,16.5,201500,"20:15:00",0,1
2018-01-03,16.35,203000,"20:30:00",0,1
2018-01-03,16.05,204500,"20:45:00",0,0
2018-01-03,16.35,210000,"21:00:00",0,0
2018-01-03,16.35,211500,"21:15:00",0,0
2018-01-03,16.5,213000,"21:30:00",0,0
2018-01-03,17.4,214500,"21:45:00",0,0
2018-01-03,20.4,220000,"22:00:00",0,0
2018-01-03,19.2,221500,"22:15:00",0,0
2018-01-03,18.45,223000,"22:30:00",0,0
2018-01-03,18.6,224500,"22:45:00",0,0
2018-01-03,18.45,230000,"23:00:00",0,0
2018-01-03,19.2,231500,"23:15:00",0,0
2018-01-03,18.75,233000,"23:30:00",0,0
2018-01-03,18.9,234500,"23:45:00",0,0
2018-01-04,19.8,0,"00:00:00",0,0
2018-01-04,18,1500,"00:15:00",0,0
2018-01-04,18.3,3000,"00:30:00",0,0
2018-01-04,18.9,4500,"00:45:00",0,0
2018-01-04,18.6,10000,"01:00:00",0,0
2018-01-04,18.45,11500,"01:15:00",0,0
2018-01-04,18.6,13000,"01:30:00",0,0
2018-01-04,19.2,14500,"01:45:00",0,0
2018-01-04,19.5,20000,"02:00:00",0,0
2018-01-04,18.15,21500,"02:15:00",0,0
2018-01-04,18.3,23000,"02:30:00",0,0
2018-01-04,19.05,24500,"02:45:00",0,0
2018-01-04,19.95,30000,"03:00:00",0,0
2018-01-04,18.6,31500,"03:15:00",0,0
2018-01-04,18.45,33000,"03:30:00",0,0
2018-01-04,19.2,34500,"03:45:00",0,0
2018-01-04,19.5,40000,"04:00:00",0,0
2018-01-04,18,41500,"04:15:00",0,0
2018-01-04,18.3,43000,"04:30:00",0,0
2018-01-04,18.15,44500,"04:45:00",0,0
2018-01-04,19.2,50000,"05:00:00",0,0
2018-01-04,18.3,51500,"05:15:00",0,0
2018-01-04,19.05,53000,"05:30:00",0,0
2018-01-04,18.75,54500,"05:45:00",0,0
2018-01-04,18.45,60000,"06:00:00",0,0
2018-01-04,18.3,61500,"06:15:00",0,0
2018-01-04,19.2,63000,"06:30:00",0,0
2018-01-04,18.6,64500,"06:45:00",0,0
2018-01-04,18.3,70000,"07:00:00",0,0
2018-01-04,18.15,71500,"07:15:00",0,0
2018-01-04,20.25,73000,"07:30:00",0,1
2018-01-04,18.6,74500,"07:45:00",0,1
2018-01-04,19.65,80000,"08:00:00",0,1
2018-01-04,18.6,81500,"08:15:00",1,1
2018-01-04,19.95,83000,"08:30:00",1,1
2018-01-04,19.65,84500,"08:45:00",1,1
2018-01-04,18.15,90000,"09:00:00",1,1
2018-01-04,18.9,91500,"09:15:00",1,1
2018-01-04,19.65,93000,"09:30:00",1,1
2018-01-04,18.6,94500,"09:45:00",1,1
2018-01-04,19.2,1e+05,"10:00:00",1,1
2018-01-04,18.9,101500,"10:15:00",1,1
2018-01-04,19.65,103000,"10:30:00",1,1
2018-01-04,19.5,104500,"10:45:00",1,1
2018-01-04,19.5,110000,"11:00:00",1,1
2018-01-04,18.9,111500,"11:15:00",1,1
2018-01-04,19.65,113000,"11:30:00",1,1
2018-01-04,18.75,114500,"11:45:00",1,1
2018-01-04,18.3,120000,"12:00:00",1,1
2018-01-04,18.45,121500,"12:15:00",1,1
2018-01-04,16.65,123000,"12:30:00",1,1
2018-01-04,17.55,124500,"12:45:00",1,1
2018-01-04,17.4,130000,"13:00:00",1,1
2018-01-04,18,131500,"13:15:00",1,1
2018-01-04,16.65,133000,"13:30:00",1,1
2018-01-04,17.7,134500,"13:45:00",1,1
2018-01-04,16.65,140000,"14:00:00",1,1
2018-01-04,17.85,141500,"14:15:00",1,1
2018-01-04,18.15,143000,"14:30:00",1,1
2018-01-04,18.3,144500,"14:45:00",1,1
2018-01-04,18.6,150000,"15:00:00",1,1
2018-01-04,18.75,151500,"15:15:00",1,1
2018-01-04,18.6,153000,"15:30:00",1,1
2018-01-04,18.9,154500,"15:45:00",1,1
2018-01-04,18.75,160000,"16:00:00",1,1
2018-01-04,18.45,161500,"16:15:00",1,1
2018-01-04,18,163000,"16:30:00",1,1
2018-01-04,17.85,164500,"16:45:00",1,1
2018-01-04,18.15,170000,"17:00:00",0,1
2018-01-04,18.75,171500,"17:15:00",0,1
2018-01-04,18.15,173000,"17:30:00",0,1
2018-01-04,17.55,174500,"17:45:00",0,1
2018-01-04,18,180000,"18:00:00",0,1
2018-01-04,19.5,181500,"18:15:00",0,1
2018-01-04,17.85,183000,"18:30:00",0,1
2018-01-04,17.55,184500,"18:45:00",0,1
2018-01-04,17.4,190000,"19:00:00",0,1
2018-01-04,18.3,191500,"19:15:00",0,1
2018-01-04,17.85,193000,"19:30:00",0,1
2018-01-04,17.25,194500,"19:45:00",0,1
2018-01-04,17.4,2e+05,"20:00:00",0,1
2018-01-04,18,201500,"20:15:00",0,1
2018-01-04,18.45,203000,"20:30:00",0,1
2018-01-04,17.25,204500,"20:45:00",0,0
2018-01-04,17.25,210000,"21:00:00",0,0
2018-01-04,17.7,211500,"21:15:00",0,0
2018-01-04,18,213000,"21:30:00",0,0
2018-01-04,18.75,214500,"21:45:00",0,0
2018-01-04,19.95,220000,"22:00:00",0,0
2018-01-04,19.8,221500,"22:15:00",0,0
2018-01-04,20.1,223000,"22:30:00",0,0
2018-01-04,20.25,224500,"22:45:00",0,0
2018-01-04,20.4,230000,"23:00:00",0,0
2018-01-04,20.85,231500,"23:15:00",0,0
2018-01-04,20.25,233000,"23:30:00",0,0
2018-01-04,19.5,234500,"23:45:00",0,0
2018-01-05,20.1,0,"00:00:00",0,0
2018-01-05,19.2,1500,"00:15:00",0,0
2018-01-05,19.8,3000,"00:30:00",0,0
2018-01-05,19.65,4500,"00:45:00",0,0
2018-01-05,20.7,10000,"01:00:00",0,0
2018-01-05,19.95,11500,"01:15:00",0,0
2018-01-05,20.1,13000,"01:30:00",0,0
2018-01-05,19.35,14500,"01:45:00",0,0
2018-01-05,19.95,20000,"02:00:00",0,0
2018-01-05,19.35,21500,"02:15:00",0,0
2018-01-05,19.95,23000,"02:30:00",0,0
2018-01-05,19.35,24500,"02:45:00",0,0
2018-01-05,19.95,30000,"03:00:00",0,0
2018-01-05,20.25,31500,"03:15:00",0,0
2018-01-05,20.25,33000,"03:30:00",0,0
2018-01-05,19.35,34500,"03:45:00",0,0
2018-01-05,20.4,40000,"04:00:00",0,0
2018-01-05,19.8,41500,"04:15:00",0,0
2018-01-05,19.95,43000,"04:30:00",0,0
2018-01-05,19.8,44500,"04:45:00",0,0
2018-01-05,19.2,50000,"05:00:00",0,0
2018-01-05,18.6,51500,"05:15:00",0,0
2018-01-05,19.35,53000,"05:30:00",0,0
2018-01-05,19.05,54500,"05:45:00",0,0
2018-01-05,18.75,60000,"06:00:00",0,0
2018-01-05,19.05,61500,"06:15:00",0,0
2018-01-05,19.2,63000,"06:30:00",0,0
2018-01-05,18.6,64500,"06:45:00",0,0
2018-01-05,18.3,70000,"07:00:00",0,0
2018-01-05,18.75,71500,"07:15:00",0,0
2018-01-05,19.05,73000,"07:30:00",0,1
2018-01-05,18.9,74500,"07:45:00",0,1
2018-01-05,19.2,80000,"08:00:00",0,1
2018-01-05,19.35,81500,"08:15:00",1,1
2018-01-05,18.3,83000,"08:30:00",1,1
2018-01-05,19.05,84500,"08:45:00",1,1
2018-01-05,20.25,90000,"09:00:00",1,1
2018-01-05,20.85,91500,"09:15:00",1,1
2018-01-05,18.9,93000,"09:30:00",1,1
2018-01-05,19.35,94500,"09:45:00",1,1
2018-01-05,20.4,1e+05,"10:00:00",1,1
2018-01-05,20.85,101500,"10:15:00",1,1
2018-01-05,19.65,103000,"10:30:00",1,1
2018-01-05,20.25,104500,"10:45:00",1,1
2018-01-05,20.4,110000,"11:00:00",1,1
2018-01-05,21.15,111500,"11:15:00",1,1
2018-01-05,20.4,113000,"11:30:00",1,1
2018-01-05,19.65,114500,"11:45:00",1,1
2018-01-05,19.65,120000,"12:00:00",1,1
2018-01-05,18.6,121500,"12:15:00",1,1
2018-01-05,17.7,123000,"12:30:00",1,1
2018-01-05,17.25,124500,"12:45:00",1,1
2018-01-05,18.6,130000,"13:00:00",1,1
2018-01-05,18.75,131500,"13:15:00",1,1
2018-01-05,18,133000,"13:30:00",1,1
2018-01-05,18,134500,"13:45:00",1,1
2018-01-05,18.3,140000,"14:00:00",1,1
2018-01-05,18.75,141500,"14:15:00",1,1
2018-01-05,17.55,143000,"14:30:00",1,1
2018-01-05,17.55,144500,"14:45:00",1,1
2018-01-05,18,150000,"15:00:00",1,1
2018-01-05,18.6,151500,"15:15:00",1,1
2018-01-05,17.4,153000,"15:30:00",1,1
2018-01-05,18.75,154500,"15:45:00",1,1
2018-01-05,17.7,160000,"16:00:00",1,1
2018-01-05,18,161500,"16:15:00",1,1
2018-01-05,17.7,163000,"16:30:00",1,1
2018-01-05,17.55,164500,"16:45:00",1,1
2018-01-05,18.15,170000,"17:00:00",0,1
2018-01-05,18,171500,"17:15:00",0,1
2018-01-05,17.85,173000,"17:30:00",0,1
2018-01-05,18.3,174500,"17:45:00",0,1
2018-01-05,18.15,180000,"18:00:00",0,1
2018-01-05,18,181500,"18:15:00",0,1
2018-01-05,17.85,183000,"18:30:00",0,1
2018-01-05,17.55,184500,"18:45:00",0,1
2018-01-05,18,190000,"19:00:00",0,1
2018-01-05,18.6,191500,"19:15:00",0,1
2018-01-05,18,193000,"19:30:00",0,1
2018-01-05,17.25,194500,"19:45:00",0,1
2018-01-05,17.85,2e+05,"20:00:00",0,1
2018-01-05,17.7,201500,"20:15:00",0,1
2018-01-05,17.7,203000,"20:30:00",0,1
2018-01-05,18,204500,"20:45:00",0,0
2018-01-05,18,210000,"21:00:00",0,0
2018-01-05,17.25,211500,"21:15:00",0,0
2018-01-05,17.4,213000,"21:30:00",0,0
2018-01-05,19.05,214500,"21:45:00",0,0
2018-01-05,20.4,220000,"22:00:00",0,0
2018-01-05,19.2,221500,"22:15:00",0,0
2018-01-05,20.7,223000,"22:30:00",0,0
2018-01-05,21,224500,"22:45:00",0,0
2018-01-05,19.5,230000,"23:00:00",0,0
2018-01-05,19.5,231500,"23:15:00",0,0
2018-01-05,18.6,233000,"23:30:00",0,0
2018-01-05,18.75,234500,"23:45:00",0,0
2018-01-06,19.2,0,"00:00:00",0,0
2018-01-06,19.65,1500,"00:15:00",0,0
2018-01-06,18.9,3000,"00:30:00",0,0
2018-01-06,18.75,4500,"00:45:00",0,0
2018-01-06,19.05,10000,"01:00:00",0,0
2018-01-06,19.8,11500,"01:15:00",0,0
2018-01-06,18.75,13000,"01:30:00",0,0
2018-01-06,19.05,14500,"01:45:00",0,0
2018-01-06,19.2,20000,"02:00:00",0,0
2018-01-06,18.3,21500,"02:15:00",0,0
2018-01-06,18.15,23000,"02:30:00",0,0
2018-01-06,19.05,24500,"02:45:00",0,0
2018-01-06,19.5,30000,"03:00:00",0,0
2018-01-06,18.45,31500,"03:15:00",0,0
2018-01-06,18.45,33000,"03:30:00",0,0
2018-01-06,18.15,34500,"03:45:00",0,0
2018-01-06,18.6,40000,"04:00:00",0,0
2018-01-06,19.5,41500,"04:15:00",0,0
2018-01-06,18.9,43000,"04:30:00",0,0
2018-01-06,18.15,44500,"04:45:00",0,0
2018-01-06,19.8,50000,"05:00:00",0,0
2018-01-06,18.75,51500,"05:15:00",0,0
2018-01-06,18.75,53000,"05:30:00",0,0
2018-01-06,18.15,54500,"05:45:00",0,0
2018-01-06,18.6,60000,"06:00:00",0,0
2018-01-06,18.15,61500,"06:15:00",0,0
2018-01-06,18.9,63000,"06:30:00",0,0
2018-01-06,18.9,64500,"06:45:00",0,0
2018-01-06,18.9,70000,"07:00:00",0,0
2018-01-06,18,71500,"07:15:00",0,0
2018-01-06,18.6,73000,"07:30:00",0,1
2018-01-06,18.45,74500,"07:45:00",0,1
2018-01-06,18.6,80000,"08:00:00",0,1
2018-01-06,18.15,81500,"08:15:00",1,1
2018-01-06,18.45,83000,"08:30:00",1,1
2018-01-06,19.05,84500,"08:45:00",1,1
2018-01-06,18.6,90000,"09:00:00",1,1
2018-01-06,18.6,91500,"09:15:00",1,1
2018-01-06,18.3,93000,"09:30:00",1,1
2018-01-06,19.8,94500,"09:45:00",1,1
2018-01-06,20.25,1e+05,"10:00:00",1,1
2018-01-06,18.3,101500,"10:15:00",1,1
2018-01-06,18.75,103000,"10:30:00",1,1
2018-01-06,18.6,104500,"10:45:00",1,1
2018-01-06,19.05,110000,"11:00:00",1,1
2018-01-06,17.85,111500,"11:15:00",1,1
2018-01-06,19.2,113000,"11:30:00",1,1
2018-01-06,17.1,114500,"11:45:00",1,1
2018-01-06,16.95,120000,"12:00:00",1,1
2018-01-06,16.95,121500,"12:15:00",1,1
2018-01-06,16.5,123000,"12:30:00",1,1
2018-01-06,15.9,124500,"12:45:00",1,1
2018-01-06,16.35,130000,"13:00:00",1,1
2018-01-06,16.05,131500,"13:15:00",1,1
2018-01-06,16.65,133000,"13:30:00",1,1
2018-01-06,16.2,134500,"13:45:00",1,1
2018-01-06,17.1,140000,"14:00:00",1,1
2018-01-06,16.2,141500,"14:15:00",1,1
2018-01-06,16.2,143000,"14:30:00",1,1
2018-01-06,16.2,144500,"14:45:00",1,1
2018-01-06,16.8,150000,"15:00:00",1,1
2018-01-06,17.1,151500,"15:15:00",1,1
2018-01-06,16.95,153000,"15:30:00",1,1
2018-01-06,16.95,154500,"15:45:00",1,1
2018-01-06,15.75,160000,"16:00:00",1,1
2018-01-06,16.05,161500,"16:15:00",1,1
2018-01-06,16.95,163000,"16:30:00",1,1
2018-01-06,16.35,164500,"16:45:00",1,1
2018-01-06,15.6,170000,"17:00:00",0,1
2018-01-06,15.9,171500,"17:15:00",0,1
2018-01-06,17.25,173000,"17:30:00",0,1
2018-01-06,16.65,174500,"17:45:00",0,1
2018-01-06,15.75,180000,"18:00:00",0,1
2018-01-06,16.5,181500,"18:15:00",0,1
2018-01-06,16.8,183000,"18:30:00",0,1
2018-01-06,16.2,184500,"18:45:00",0,1
2018-01-06,15.9,190000,"19:00:00",0,1
2018-01-06,16.5,191500,"19:15:00",0,1
2018-01-06,16.05,193000,"19:30:00",0,1
