"data","KWh","ora","ora_bis","luce","apertura"
2018-01-01,23.375,0,"00:00:00",0,0
2018-01-01,22.825,1500,"00:15:00",0,0
2018-01-01,22.9625,3000,"00:30:00",0,0
2018-01-01,22.55,4500,"00:45:00",0,0
2018-01-01,22.9625,10000,"01:00:00",0,0
2018-01-01,22.9625,11500,"01:15:00",0,0
2018-01-01,22.4125,13000,"01:30:00",0,0
2018-01-01,22.825,14500,"01:45:00",0,0
2018-01-01,22.825,20000,"02:00:00",0,0
2018-01-01,22.275,21500,"02:15:00",0,0
2018-01-01,22.825,23000,"02:30:00",0,0
2018-01-01,22.825,24500,"02:45:00",0,0
2018-01-01,22.825,30000,"03:00:00",0,0
2018-01-01,22.275,31500,"03:15:00",0,0
2018-01-01,22.825,33000,"03:30:00",0,0
2018-01-01,25.575,34500,"03:45:00",0,0
2018-01-01,30.8,40000,"04:00:00",0,0
2018-01-01,31.075,41500,"04:15:00",0,0
2018-01-01,30.9375,43000,"04:30:00",0,0
2018-01-01,30.8,44500,"04:45:00",0,0
2018-01-01,30.6625,50000,"05:00:00",0,0
2018-01-01,30.9375,51500,"05:15:00",0,0
2018-01-01,30.9375,53000,"05:30:00",0,0
2018-01-01,31.075,54500,"05:45:00",0,0
2018-01-01,30.9375,60000,"06:00:00",0,0
2018-01-01,31.2125,61500,"06:15:00",0,0
2018-01-01,30.8,63000,"06:30:00",0,0
2018-01-01,31.35,64500,"06:45:00",0,0
2018-01-01,31.35,70000,"07:00:00",0,0
2018-01-01,30.9375,71500,"07:15:00",0,0
2018-01-01,32.3125,73000,"07:30:00",0,1
2018-01-01,32.45,74500,"07:45:00",0,1
2018-01-01,31.9,80000,"08:00:00",0,1
2018-01-01,32.45,81500,"08:15:00",1,1
2018-01-01,32.0375,83000,"08:30:00",1,1
2018-01-01,32.5875,84500,"08:45:00",1,1
2018-01-01,32.0375,90000,"09:00:00",1,1
2018-01-01,32.45,91500,"09:15:00",1,1
2018-01-01,31.9,93000,"09:30:00",1,1
2018-01-01,32.3125,94500,"09:45:00",1,1
2018-01-01,31.625,1e+05,"10:00:00",1,1
2018-01-01,32.725,101500,"10:15:00",1,1
2018-01-01,32.5875,103000,"10:30:00",1,1
2018-01-01,32.3125,104500,"10:45:00",1,1
2018-01-01,31.9,110000,"11:00:00",1,1
2018-01-01,32.3125,111500,"11:15:00",1,1
2018-01-01,31.9,113000,"11:30:00",1,1
2018-01-01,32.5875,114500,"11:45:00",1,1
2018-01-01,32.0375,120000,"12:00:00",1,1
2018-01-01,32.8625,121500,"12:15:00",1,1
2018-01-01,32.175,123000,"12:30:00",1,1
2018-01-01,32.5875,124500,"12:45:00",1,1
2018-01-01,32.45,130000,"13:00:00",1,1
2018-01-01,32.175,131500,"13:15:00",1,1
2018-01-01,32.725,133000,"13:30:00",1,1
2018-01-01,32.175,134500,"13:45:00",1,1
2018-01-01,32.3125,140000,"14:00:00",1,1
2018-01-01,32.5875,141500,"14:15:00",1,1
2018-01-01,32.5875,143000,"14:30:00",1,1
2018-01-01,32.175,144500,"14:45:00",1,1
2018-01-01,32.725,150000,"15:00:00",1,1
2018-01-01,32.725,151500,"15:15:00",1,1
2018-01-01,32.0375,153000,"15:30:00",1,1
2018-01-01,32.0375,154500,"15:45:00",1,1
2018-01-01,32.8625,160000,"16:00:00",1,1
2018-01-01,32.0375,161500,"16:15:00",1,1
2018-01-01,32.725,163000,"16:30:00",1,1
2018-01-01,32.175,164500,"16:45:00",1,1
2018-01-01,31.625,170000,"17:00:00",0,1
2018-01-01,31.35,171500,"17:15:00",0,1
2018-01-01,32.0375,173000,"17:30:00",0,1
2018-01-01,31.4875,174500,"17:45:00",0,1
2018-01-01,32.175,180000,"18:00:00",0,1
2018-01-01,31.9,181500,"18:15:00",0,1
2018-01-01,31.9,183000,"18:30:00",0,1
2018-01-01,31.2125,184500,"18:45:00",0,1
2018-01-01,32.0375,190000,"19:00:00",0,1
2018-01-01,31.2125,191500,"19:15:00",0,1
2018-01-01,31.2125,193000,"19:30:00",0,1
2018-01-01,28.7375,194500,"19:45:00",0,1
2018-01-01,23.925,2e+05,"20:00:00",0,1
2018-01-01,23.7875,201500,"20:15:00",0,1
2018-01-01,23.5125,203000,"20:30:00",0,1
2018-01-01,23.375,204500,"20:45:00",0,1
2018-01-01,22.825,210000,"21:00:00",0,1
2018-01-01,22.9625,211500,"21:15:00",0,1
2018-01-01,22.275,213000,"21:30:00",0,1
2018-01-01,22.6875,214500,"21:45:00",0,1
2018-01-01,22.6875,220000,"22:00:00",0,1
2018-01-01,22.55,221500,"22:15:00",0,0
2018-01-01,22.9625,223000,"22:30:00",0,0
2018-01-01,22.1375,224500,"22:45:00",0,0
2018-01-01,23.2375,230000,"23:00:00",0,0
2018-01-01,23.2375,231500,"23:15:00",0,0
2018-01-01,22.825,233000,"23:30:00",0,0
2018-01-01,23.375,234500,"23:45:00",0,0
2018-01-02,23.1,0,"00:00:00",0,0
2018-01-02,22.55,1500,"00:15:00",0,0
2018-01-02,23.375,3000,"00:30:00",0,0
2018-01-02,22.9625,4500,"00:45:00",0,0
2018-01-02,22.6875,10000,"01:00:00",0,0
2018-01-02,22.55,11500,"01:15:00",0,0
2018-01-02,22.825,13000,"01:30:00",0,0
2018-01-02,22.825,14500,"01:45:00",0,0
2018-01-02,22.275,20000,"02:00:00",0,0
2018-01-02,23.1,21500,"02:15:00",0,0
2018-01-02,22.825,23000,"02:30:00",0,0
2018-01-02,22.9625,24500,"02:45:00",0,0
2018-01-02,22.275,30000,"03:00:00",0,0
2018-01-02,22.9625,31500,"03:15:00",0,0
2018-01-02,22.6875,33000,"03:30:00",0,0
2018-01-02,24.75,34500,"03:45:00",0,0
2018-01-02,30.525,40000,"04:00:00",0,0
2018-01-02,29.8375,41500,"04:15:00",0,0
2018-01-02,30.3875,43000,"04:30:00",0,0
2018-01-02,29.975,44500,"04:45:00",0,0
2018-01-02,30.525,50000,"05:00:00",0,0
2018-01-02,30.3875,51500,"05:15:00",0,0
2018-01-02,30.1125,53000,"05:30:00",0,0
2018-01-02,29.8375,54500,"05:45:00",0,0
2018-01-02,30.25,60000,"06:00:00",0,0
2018-01-02,30.1125,61500,"06:15:00",0,0
2018-01-02,30.1125,63000,"06:30:00",0,0
2018-01-02,31.2125,64500,"06:45:00",0,0
2018-01-02,32.725,70000,"07:00:00",0,0
2018-01-02,37.675,71500,"07:15:00",0,0
2018-01-02,39.325,73000,"07:30:00",0,1
2018-01-02,39.875,74500,"07:45:00",0,1
2018-01-02,40.425,80000,"08:00:00",0,1
2018-01-02,40.15,81500,"08:15:00",1,1
2018-01-02,39.875,83000,"08:30:00",1,1
2018-01-02,41.1125,84500,"08:45:00",1,1
2018-01-02,40.2875,90000,"09:00:00",1,1
2018-01-02,40.7,91500,"09:15:00",1,1
2018-01-02,40.0125,93000,"09:30:00",1,1
2018-01-02,40.8375,94500,"09:45:00",1,1
2018-01-02,40.975,1e+05,"10:00:00",1,1
2018-01-02,40.5625,101500,"10:15:00",1,1
2018-01-02,40.8375,103000,"10:30:00",1,1
2018-01-02,41.3875,104500,"10:45:00",1,1
2018-01-02,40.8375,110000,"11:00:00",1,1
2018-01-02,40.0125,111500,"11:15:00",1,1
2018-01-02,39.875,113000,"11:30:00",1,1
2018-01-02,40.425,114500,"11:45:00",1,1
2018-01-02,39.6,120000,"12:00:00",1,1
2018-01-02,39.6,121500,"12:15:00",1,1
2018-01-02,40.15,123000,"12:30:00",1,1
2018-01-02,39.7375,124500,"12:45:00",1,1
2018-01-02,39.875,130000,"13:00:00",1,1
2018-01-02,40.0125,131500,"13:15:00",1,1
2018-01-02,39.7375,133000,"13:30:00",1,1
2018-01-02,39.4625,134500,"13:45:00",1,1
2018-01-02,39.325,140000,"14:00:00",1,1
2018-01-02,39.875,141500,"14:15:00",1,1
2018-01-02,38.775,143000,"14:30:00",1,1
2018-01-02,38.0875,144500,"14:45:00",1,1
2018-01-02,37.8125,150000,"15:00:00",1,1
2018-01-02,37.4,151500,"15:15:00",1,1
2018-01-02,37.5375,153000,"15:30:00",1,1
2018-01-02,38.5,154500,"15:45:00",1,1
2018-01-02,37.675,160000,"16:00:00",1,1
2018-01-02,37.125,161500,"16:15:00",1,1
2018-01-02,38.0875,163000,"16:30:00",1,1
2018-01-02,37.2625,164500,"16:45:00",1,1
2018-01-02,37.4,170000,"17:00:00",0,1
2018-01-02,37.5375,171500,"17:15:00",0,1
2018-01-02,36.85,173000,"17:30:00",0,1
2018-01-02,37.4,174500,"17:45:00",0,1
2018-01-02,36.575,180000,"18:00:00",0,1
2018-01-02,36.4375,181500,"18:15:00",0,1
2018-01-02,36.9875,183000,"18:30:00",0,1
2018-01-02,36.3,184500,"18:45:00",0,1
2018-01-02,36.3,190000,"19:00:00",0,1
2018-01-02,36.3,191500,"19:15:00",0,1
2018-01-02,36.575,193000,"19:30:00",0,1
2018-01-02,33.825,194500,"19:45:00",0,1
2018-01-02,29.0125,2e+05,"20:00:00",0,1
2018-01-02,25.025,201500,"20:15:00",0,1
2018-01-02,23.925,203000,"20:30:00",0,1
2018-01-02,23.2375,204500,"20:45:00",0,1
2018-01-02,22.9625,210000,"21:00:00",0,1
2018-01-02,22.1375,211500,"21:15:00",0,1
2018-01-02,22.6875,213000,"21:30:00",0,1
2018-01-02,22.55,214500,"21:45:00",0,1
2018-01-02,22.1375,220000,"22:00:00",0,1
2018-01-02,22.6875,221500,"22:15:00",0,0
2018-01-02,22.275,223000,"22:30:00",0,0
2018-01-02,22.275,224500,"22:45:00",0,0
2018-01-02,22.6875,230000,"23:00:00",0,0
2018-01-02,22.1375,231500,"23:15:00",0,0
2018-01-02,22.9625,233000,"23:30:00",0,0
2018-01-02,22.825,234500,"23:45:00",0,0
2018-01-03,22.9625,0,"00:00:00",0,0
2018-01-03,22.9625,1500,"00:15:00",0,0
2018-01-03,23.2375,3000,"00:30:00",0,0
2018-01-03,22.9625,4500,"00:45:00",0,0
2018-01-03,22,10000,"01:00:00",0,0
2018-01-03,22.55,11500,"01:15:00",0,0
2018-01-03,22.9625,13000,"01:30:00",0,0
2018-01-03,22.6875,14500,"01:45:00",0,0
2018-01-03,22.1375,20000,"02:00:00",0,0
2018-01-03,22.9625,21500,"02:15:00",0,0
2018-01-03,22.6875,23000,"02:30:00",0,0
2018-01-03,22.4125,24500,"02:45:00",0,0
2018-01-03,22.825,30000,"03:00:00",0,0
2018-01-03,22.9625,31500,"03:15:00",0,0
2018-01-03,22.55,33000,"03:30:00",0,0
2018-01-03,24.8875,34500,"03:45:00",0,0
2018-01-03,30.1125,40000,"04:00:00",0,0
2018-01-03,30.3875,41500,"04:15:00",0,0
2018-01-03,29.975,43000,"04:30:00",0,0
2018-01-03,30.525,44500,"04:45:00",0,0
2018-01-03,30.3875,50000,"05:00:00",0,0
2018-01-03,29.975,51500,"05:15:00",0,0
2018-01-03,29.8375,53000,"05:30:00",0,0
2018-01-03,30.25,54500,"05:45:00",0,0
2018-01-03,30.25,60000,"06:00:00",0,0
2018-01-03,30.3875,61500,"06:15:00",0,0
2018-01-03,30.9375,63000,"06:30:00",0,0
2018-01-03,30.6625,64500,"06:45:00",0,0
2018-01-03,30.8,70000,"07:00:00",0,0
2018-01-03,33.825,71500,"07:15:00",0,0
2018-01-03,37.5375,73000,"07:30:00",0,1
2018-01-03,40.2875,74500,"07:45:00",0,1
2018-01-03,40.15,80000,"08:00:00",0,1
2018-01-03,41.9375,81500,"08:15:00",1,1
2018-01-03,41.8,83000,"08:30:00",1,1
2018-01-03,41.1125,84500,"08:45:00",1,1
2018-01-03,42.2125,90000,"09:00:00",1,1
2018-01-03,41.525,91500,"09:15:00",1,1
2018-01-03,41.9375,93000,"09:30:00",1,1
2018-01-03,41.1125,94500,"09:45:00",1,1
2018-01-03,41.525,1e+05,"10:00:00",1,1
2018-01-03,41.9375,101500,"10:15:00",1,1
2018-01-03,41.3875,103000,"10:30:00",1,1
2018-01-03,41.3875,104500,"10:45:00",1,1
2018-01-03,41.525,110000,"11:00:00",1,1
2018-01-03,40.975,111500,"11:15:00",1,1
2018-01-03,40.7,113000,"11:30:00",1,1
2018-01-03,42.35,114500,"11:45:00",1,1
2018-01-03,42.2125,120000,"12:00:00",1,1
2018-01-03,43.0375,121500,"12:15:00",1,1
2018-01-03,41.525,123000,"12:30:00",1,1
2018-01-03,42.075,124500,"12:45:00",1,1
2018-01-03,42.35,130000,"13:00:00",1,1
2018-01-03,42.4875,131500,"13:15:00",1,1
2018-01-03,42.7625,133000,"13:30:00",1,1
2018-01-03,41.9375,134500,"13:45:00",1,1
2018-01-03,41.3875,140000,"14:00:00",1,1
2018-01-03,42.4875,141500,"14:15:00",1,1
2018-01-03,41.1125,143000,"14:30:00",1,1
2018-01-03,39.6,144500,"14:45:00",1,1
2018-01-03,40.15,150000,"15:00:00",1,1
2018-01-03,39.7375,151500,"15:15:00",1,1
2018-01-03,39.4625,153000,"15:30:00",1,1
2018-01-03,40.15,154500,"15:45:00",1,1
2018-01-03,39.1875,160000,"16:00:00",1,1
2018-01-03,39.6,161500,"16:15:00",1,1
2018-01-03,38.9125,163000,"16:30:00",1,1
2018-01-03,38.775,164500,"16:45:00",1,1
2018-01-03,37.8125,170000,"17:00:00",0,1
2018-01-03,37.5375,171500,"17:15:00",0,1
2018-01-03,37.675,173000,"17:30:00",0,1
2018-01-03,36.7125,174500,"17:45:00",0,1
2018-01-03,36.575,180000,"18:00:00",0,1
2018-01-03,37.125,181500,"18:15:00",0,1
2018-01-03,36.9875,183000,"18:30:00",0,1
2018-01-03,36.1625,184500,"18:45:00",0,1
2018-01-03,36.1625,190000,"19:00:00",0,1
2018-01-03,36.4375,191500,"19:15:00",0,1
2018-01-03,35.75,193000,"19:30:00",0,1
2018-01-03,32.725,194500,"19:45:00",0,1
2018-01-03,29.15,2e+05,"20:00:00",0,1
2018-01-03,24.75,201500,"20:15:00",0,1
2018-01-03,22.825,203000,"20:30:00",0,1
2018-01-03,22.9625,204500,"20:45:00",0,1
2018-01-03,22,210000,"21:00:00",0,1
2018-01-03,22.4125,211500,"21:15:00",0,1
2018-01-03,21.725,213000,"21:30:00",0,1
2018-01-03,22.4125,214500,"21:45:00",0,1
2018-01-03,21.8625,220000,"22:00:00",0,1
2018-01-03,22,221500,"22:15:00",0,0
2018-01-03,22.275,223000,"22:30:00",0,0
2018-01-03,22,224500,"22:45:00",0,0
2018-01-03,22.4125,230000,"23:00:00",0,0
2018-01-03,22.4125,231500,"23:15:00",0,0
2018-01-03,22.1375,233000,"23:30:00",0,0
2018-01-03,22.55,234500,"23:45:00",0,0
2018-01-04,22.4125,0,"00:00:00",0,0
2018-01-04,22.55,1500,"00:15:00",0,0
2018-01-04,22.1375,3000,"00:30:00",0,0
2018-01-04,22.6875,4500,"00:45:00",0,0
2018-01-04,21.725,10000,"01:00:00",0,0
2018-01-04,22.4125,11500,"01:15:00",0,0
2018-01-04,22,13000,"01:30:00",0,0
2018-01-04,22,14500,"01:45:00",0,0
2018-01-04,22.275,20000,"02:00:00",0,0
2018-01-04,21.725,21500,"02:15:00",0,0
2018-01-04,22.55,23000,"02:30:00",0,0
2018-01-04,22.1375,24500,"02:45:00",0,0
2018-01-04,21.725,30000,"03:00:00",0,0
2018-01-04,21.8625,31500,"03:15:00",0,0
2018-01-04,22.55,33000,"03:30:00",0,0
2018-01-04,24.75,34500,"03:45:00",0,0
2018-01-04,29.2875,40000,"04:00:00",0,0
2018-01-04,29.425,41500,"04:15:00",0,0
2018-01-04,30.1125,43000,"04:30:00",0,0
2018-01-04,29.5625,44500,"04:45:00",0,0
2018-01-04,30.1125,50000,"05:00:00",0,0
2018-01-04,29.2875,51500,"05:15:00",0,0
2018-01-04,29.5625,53000,"05:30:00",0,0
2018-01-04,30.1125,54500,"05:45:00",0,0
2018-01-04,29.7,60000,"06:00:00",0,0
2018-01-04,30.25,61500,"06:15:00",0,0
2018-01-04,29.8375,63000,"06:30:00",0,0
2018-01-04,29.8375,64500,"06:45:00",0,0
2018-01-04,33.55,70000,"07:00:00",0,0
2018-01-04,36.7125,71500,"07:15:00",0,0
2018-01-04,37.8125,73000,"07:30:00",0,1
2018-01-04,39.7375,74500,"07:45:00",0,1
2018-01-04,40.425,80000,"08:00:00",0,1
2018-01-04,41.3875,81500,"08:15:00",1,1
2018-01-04,40.7,83000,"08:30:00",1,1
2018-01-04,41.8,84500,"08:45:00",1,1
2018-01-04,41.9375,90000,"09:00:00",1,1
2018-01-04,40.975,91500,"09:15:00",1,1
2018-01-04,42.075,93000,"09:30:00",1,1
2018-01-04,41.6625,94500,"09:45:00",1,1
2018-01-04,41.6625,1e+05,"10:00:00",1,1
2018-01-04,41.8,101500,"10:15:00",1,1
2018-01-04,40.975,103000,"10:30:00",1,1
2018-01-04,42.075,104500,"10:45:00",1,1
2018-01-04,41.525,110000,"11:00:00",1,1
2018-01-04,41.3875,111500,"11:15:00",1,1
2018-01-04,42.625,113000,"11:30:00",1,1
2018-01-04,41.25,114500,"11:45:00",1,1
2018-01-04,40.8375,120000,"12:00:00",1,1
2018-01-04,42.2125,121500,"12:15:00",1,1
2018-01-04,41.25,123000,"12:30:00",1,1
2018-01-04,42.9,124500,"12:45:00",1,1
2018-01-04,41.25,130000,"13:00:00",1,1
2018-01-04,41.9375,131500,"13:15:00",1,1
2018-01-04,41.8,133000,"13:30:00",1,1
2018-01-04,41.3875,134500,"13:45:00",1,1
2018-01-04,41.525,140000,"14:00:00",1,1
2018-01-04,42.075,141500,"14:15:00",1,1
2018-01-04,40.425,143000,"14:30:00",1,1
2018-01-04,40.5625,144500,"14:45:00",1,1
2018-01-04,39.6,150000,"15:00:00",1,1
2018-01-04,40.425,151500,"15:15:00",1,1
2018-01-04,39.6,153000,"15:30:00",1,1
2018-01-04,40.5625,154500,"15:45:00",1,1
2018-01-04,39.7375,160000,"16:00:00",1,1
2018-01-04,40.15,161500,"16:15:00",1,1
2018-01-04,40.0125,163000,"16:30:00",1,1
2018-01-04,38.9125,164500,"16:45:00",1,1
2018-01-04,38.775,170000,"17:00:00",0,1
2018-01-04,38.3625,171500,"17:15:00",0,1
2018-01-04,37.95,173000,"17:30:00",0,1
2018-01-04,37.8125,174500,"17:45:00",0,1
2018-01-04,37.675,180000,"18:00:00",0,1
2018-01-04,37.8125,181500,"18:15:00",0,1
2018-01-04,36.575,183000,"18:30:00",0,1
2018-01-04,36.3,184500,"18:45:00",0,1
2018-01-04,36.9875,190000,"19:00:00",0,1
2018-01-04,36.1625,191500,"19:15:00",0,1
2018-01-04,35.8875,193000,"19:30:00",0,1
2018-01-04,33.275,194500,"19:45:00",0,1
2018-01-04,28.1875,2e+05,"20:00:00",0,1
2018-01-04,23.2375,201500,"20:15:00",0,1
2018-01-04,23.925,203000,"20:30:00",0,1
2018-01-04,22.825,204500,"20:45:00",0,1
2018-01-04,22.825,210000,"21:00:00",0,1
2018-01-04,22.55,211500,"21:15:00",0,1
2018-01-04,22.275,213000,"21:30:00",0,1
2018-01-04,22.6875,214500,"21:45:00",0,1
2018-01-04,22,220000,"22:00:00",0,1
2018-01-04,22.275,221500,"22:15:00",0,0
2018-01-04,22.4125,223000,"22:30:00",0,0
2018-01-04,22.1375,224500,"22:45:00",0,0
2018-01-04,22.6875,230000,"23:00:00",0,0
2018-01-04,22.1375,231500,"23:15:00",0,0
2018-01-04,22.825,233000,"23:30:00",0,0
2018-01-04,22.275,234500,"23:45:00",0,0
2018-01-05,22.825,0,"00:00:00",0,0
2018-01-05,22.1375,1500,"00:15:00",0,0
2018-01-05,22.9625,3000,"00:30:00",0,0
2018-01-05,22.1375,4500,"00:45:00",0,0
2018-01-05,22.4125,10000,"01:00:00",0,0
2018-01-05,22.275,11500,"01:15:00",0,0
2018-01-05,21.8625,13000,"01:30:00",0,0
2018-01-05,22.55,14500,"01:45:00",0,0
2018-01-05,22.4125,20000,"02:00:00",0,0
2018-01-05,22.1375,21500,"02:15:00",0,0
2018-01-05,22.4125,23000,"02:30:00",0,0
2018-01-05,22.4125,24500,"02:45:00",0,0
2018-01-05,22.55,30000,"03:00:00",0,0
2018-01-05,22.1375,31500,"03:15:00",0,0
2018-01-05,22.55,33000,"03:30:00",0,0
2018-01-05,24.3375,34500,"03:45:00",0,0
2018-01-05,30.1125,40000,"04:00:00",0,0
2018-01-05,29.7,41500,"04:15:00",0,0
2018-01-05,30.1125,43000,"04:30:00",0,0
2018-01-05,29.8375,44500,"04:45:00",0,0
2018-01-05,29.8375,50000,"05:00:00",0,0
2018-01-05,30.25,51500,"05:15:00",0,0
2018-01-05,29.7,53000,"05:30:00",0,0
2018-01-05,29.8375,54500,"05:45:00",0,0
2018-01-05,30.8,60000,"06:00:00",0,0
2018-01-05,30.1125,61500,"06:15:00",0,0
2018-01-05,30.1125,63000,"06:30:00",0,0
2018-01-05,31.075,64500,"06:45:00",0,0
2018-01-05,34.2375,70000,"07:00:00",0,0
2018-01-05,36.4375,71500,"07:15:00",0,0
2018-01-05,37.8125,73000,"07:30:00",0,1
2018-01-05,39.05,74500,"07:45:00",0,1
2018-01-05,40.15,80000,"08:00:00",0,1
2018-01-05,41.1125,81500,"08:15:00",1,1
2018-01-05,41.3875,83000,"08:30:00",1,1
2018-01-05,40.975,84500,"08:45:00",1,1
2018-01-05,42.075,90000,"09:00:00",1,1
2018-01-05,41.3875,91500,"09:15:00",1,1
2018-01-05,41.525,93000,"09:30:00",1,1
2018-01-05,42.4875,94500,"09:45:00",1,1
2018-01-05,42.4875,1e+05,"10:00:00",1,1
2018-01-05,42.9,101500,"10:15:00",1,1
2018-01-05,42.625,103000,"10:30:00",1,1
2018-01-05,42.625,104500,"10:45:00",1,1
2018-01-05,42.625,110000,"11:00:00",1,1
2018-01-05,41.9375,111500,"11:15:00",1,1
2018-01-05,41.9375,113000,"11:30:00",1,1
2018-01-05,41.9375,114500,"11:45:00",1,1
2018-01-05,41.525,120000,"12:00:00",1,1
2018-01-05,41.25,121500,"12:15:00",1,1
2018-01-05,42.4875,123000,"12:30:00",1,1
2018-01-05,41.525,124500,"12:45:00",1,1
2018-01-05,42.075,130000,"13:00:00",1,1
2018-01-05,43.0375,131500,"13:15:00",1,1
2018-01-05,42.2125,133000,"13:30:00",1,1
2018-01-05,42.9,134500,"13:45:00",1,1
2018-01-05,41.9375,140000,"14:00:00",1,1
2018-01-05,41.6625,141500,"14:15:00",1,1
2018-01-05,41.8,143000,"14:30:00",1,1
2018-01-05,40.425,144500,"14:45:00",1,1
2018-01-05,40.15,150000,"15:00:00",1,1
2018-01-05,40.0125,151500,"15:15:00",1,1
2018-01-05,40.425,153000,"15:30:00",1,1
2018-01-05,39.7375,154500,"15:45:00",1,1
2018-01-05,39.4625,160000,"16:00:00",1,1
2018-01-05,39.875,161500,"16:15:00",1,1
2018-01-05,38.775,163000,"16:30:00",1,1
2018-01-05,38.6375,164500,"16:45:00",1,1
2018-01-05,38.9125,170000,"17:00:00",0,1
2018-01-05,37.675,171500,"17:15:00",0,1
2018-01-05,37.5375,173000,"17:30:00",0,1
2018-01-05,37.4,174500,"17:45:00",0,1
2018-01-05,37.8125,180000,"18:00:00",0,1
2018-01-05,37.125,181500,"18:15:00",0,1
2018-01-05,37.5375,183000,"18:30:00",0,1
2018-01-05,36.4375,184500,"18:45:00",0,1
2018-01-05,36.4375,190000,"19:00:00",0,1
2018-01-05,37.125,191500,"19:15:00",0,1
2018-01-05,36.3,193000,"19:30:00",0,1
2018-01-05,33.55,194500,"19:45:00",0,1
2018-01-05,27.9125,2e+05,"20:00:00",0,1
2018-01-05,24.6125,201500,"20:15:00",0,1
2018-01-05,24.3375,203000,"20:30:00",0,1
2018-01-05,22.9625,204500,"20:45:00",0,1
2018-01-05,22.55,210000,"21:00:00",0,1
2018-01-05,22.9625,211500,"21:15:00",0,1
2018-01-05,22.275,213000,"21:30:00",0,1
2018-01-05,22.55,214500,"21:45:00",0,1
2018-01-05,22.9625,220000,"22:00:00",0,1
2018-01-05,22.4125,221500,"22:15:00",0,0
2018-01-05,22.275,223000,"22:30:00",0,0
2018-01-05,22.9625,224500,"22:45:00",0,0
2018-01-05,22.4125,230000,"23:00:00",0,0
2018-01-05,22.1375,231500,"23:15:00",0,0
2018-01-05,23.2375,233000,"23:30:00",0,0
2018-01-05,22.6875,234500,"23:45:00",0,0
2018-01-06,22.825,0,"00:00:00",0,0
2018-01-06,23.5125,1500,"00:15:00",0,0
2018-01-06,22.6875,3000,"00:30:00",0,0
2018-01-06,22.6875,4500,"00:45:00",0,0
2018-01-06,23.5125,10000,"01:00:00",0,0
2018-01-06,22.825,11500,"01:15:00",0,0
2018-01-06,22.6875,13000,"01:30:00",0,0
2018-01-06,23.2375,14500,"01:45:00",0,0
2018-01-06,22.4125,20000,"02:00:00",0,0
2018-01-06,22.6875,21500,"02:15:00",0,0
2018-01-06,23.375,23000,"02:30:00",0,0
2018-01-06,22.55,24500,"02:45:00",0,0
2018-01-06,22.55,30000,"03:00:00",0,0
2018-01-06,23.1,31500,"03:15:00",0,0
2018-01-06,22.55,33000,"03:30:00",0,0
2018-01-06,25.7125,34500,"03:45:00",0,0
2018-01-06,30.1125,40000,"04:00:00",0,0
2018-01-06,30.1125,41500,"04:15:00",0,0
2018-01-06,30.6625,43000,"04:30:00",0,0
2018-01-06,30.25,44500,"04:45:00",0,0
2018-01-06,30.1125,50000,"05:00:00",0,0
2018-01-06,30.6625,51500,"05:15:00",0,0
2018-01-06,29.975,53000,"05:30:00",0,0
2018-01-06,30.1125,54500,"05:45:00",0,0
2018-01-06,30.6625,60000,"06:00:00",0,0
2018-01-06,29.975,61500,"06:15:00",0,0
2018-01-06,30.8,63000,"06:30:00",0,0
2018-01-06,30.1125,64500,"06:45:00",0,0
2018-01-06,30.3875,70000,"07:00:00",0,0
2018-01-06,30.9375,71500,"07:15:00",0,0
2018-01-06,30.25,73000,"07:30:00",0,1
2018-01-06,30.1125,74500,"07:45:00",0,1
2018-01-06,30.9375,80000,"08:00:00",0,1
2018-01-06,30.25,81500,"08:15:00",1,1
2018-01-06,30.3875,83000,"08:30:00",1,1
2018-01-06,30.8,84500,"08:45:00",1,1
2018-01-06,30.3875,90000,"09:00:00",1,1
2018-01-06,30.25,91500,"09:15:00",1,1
2018-01-06,30.25,93000,"09:30:00",1,1
2018-01-06,30.8,94500,"09:45:00",1,1
2018-01-06,30.25,1e+05,"10:00:00",1,1
2018-01-06,30.8,101500,"10:15:00",1,1
2018-01-06,29.975,103000,"10:30:00",1,1
2018-01-06,30.25,104500,"10:45:00",1,1
2018-01-06,30.8,110000,"11:00:00",1,1
2018-01-06,30.1125,111500,"11:15:00",1,1
2018-01-06,30.25,113000,"11:30:00",1,1
2018-01-06,30.6625,114500,"11:45:00",1,1
2018-01-06,30.3875,120000,"12:00:00",1,1
2018-01-06,30.25,121500,"12:15:00",1,1
2018-01-06,30.8,123000,"12:30:00",1,1
2018-01-06,30.6625,124500,"12:45:00",1,1
2018-01-06,30.3875,130000,"13:00:00",1,1
2018-01-06,30.3875,131500,"13:15:00",1,1
2018-01-06,31.075,133000,"13:30:00",1,1
2018-01-06,30.3875,134500,"13:45:00",1,1
2018-01-06,30.6625,140000,"14:00:00",1,1
2018-01-06,30.525,141500,"14:15:00",1,1
2018-01-06,31.075,143000,"14:30:00",1,1
2018-01-06,30.525,144500,"14:45:00",1,1
2018-01-06,31.2125,150000,"15:00:00",1,1
2018-01-06,30.525,151500,"15:15:00",1,1
2018-01-06,30.3875,153000,"15:30:00",1,1
2018-01-06,31.075,154500,"15:45:00",1,1
2018-01-06,30.25,160000,"16:00:00",1,1
2018-01-06,30.525,161500,"16:15:00",1,1
2018-01-06,30.9375,163000,"16:30:00",1,1
